crop,disease,visual_description,treatment,formality
2,1,identification brown spot rice involves observation small circular oval lesion light brown center well defined dark brown border spread across leaf surface,implementing customized fungicidal treatment aimed eliminating causative agent brown spot rice recommended,0
2,1,manifestation brown spot rice distinguished presence distinct circular oval lesion light brown center prominent dark brown border appearing sporadically across leaf blade,administering precise fungicidal treatment targeting pathogen associated brown spot rice advised,0
2,1,brown spot becomes apparent rice emergence small circular oval lesion displaying light brown center well defined dark brown margin distributed across leaf surface,recommended utilize targeted fungicidal treatment specifically formulated combat pathogen responsible brown spot rice,0
2,1,development brown spot rice characterized appearance discrete circular oval lesion light brown center distinct dark brown margin distributed sporadically foliage,using specialized fungicidal treatment targeting pathogen accountable brown spot rice advisable,0
2,1,brown spot lesion rice leaf manifest small circular oval spot light brown center pronounced dark brown edge scattered across leaf surface irregularly,implementing tailored fungicidal treatment designed eradicate causative agent brown spot rice recommended,0
2,1,presence brown spot rice indicated emergence discrete circular oval lesion featuring light brown center well defined dark brown margin dispersed sporadically across leaf blade,administering precise fungicidal treatment targeting pathogen implicated brown spot rice advisable,0
2,1,brown spot becomes noticeable rice development small circular oval lesion exhibiting light brown center distinct dark brown margin distributed across leaf surface,using targeted fungicidal treatment specifically designed combat pathogen associated brown spot rice recommended,0
2,1,brown spot symptom rice recognizable presence circular oval lesion pale brown center clear dark brown margin appearing randomly across foliage,advisable apply specialized fungicidal treatment target pathogen accountable brown spot rice,0
2,1,identification brown spot rice involves observation small circular oval lesion light brown center well defined dark brown border spread across leaf surface,implementing customized fungicidal treatment aimed eliminating causative agent brown spot rice recommended,0
2,1,manifestation brown spot rice present discrete circular oval lesion characterized light brown center distinct dark brown margin distributed sporadically across foliage,recommended apply specialized fungicidal treatment targeting pathogen accountable brown spot rice,0
2,1,brown spot rice identifiable emergence small circular oval lesion featuring light brown center well defined dark brown margin dispersed throughout leaf surface,implementation tailored fungicidal treatment aimed eradicating causative agent responsible brown spot rice advised,0
2,1,characterized discrete circular oval lesion light brown center prominent dark brown margin brown spot rice manifest across leaf blade scattered manner,recommended administer precise fungicidal treatment targeting pathogen implicated brown spot rice,0
2,1,appearance brown spot rice marked development small circular oval lesion exhibiting light brown center well defined dark brown margin distributed across leaf surface,advisable employ targeted fungicidal treatment specifically designed combat pathogen associated brown spot rice,0
2,1,brown spot rice discernible presence discrete circular oval lesion featuring light brown center prominent dark brown margin scattered throughout foliage,recommended adopt specialized fungicidal treatment targeting causative agent responsible brown spot rice,0
2,1,occurrence brown spot rice characterized emergence small circular oval lesion light brown center distinct dark brown margin distributed sporadically across leaf blade,advisable implement precise fungicidal treatment tailored combat pathogen implicated brown spot rice,0
2,1,brown spot rice manifest discrete circular oval lesion light brown center well defined dark brown margin scattered across leaf surface,administration specific fungicidal treatment targeting pathogen accountable brown spot rice recommended,0
2,1,identified emergence small circular oval lesion light brown center prominent dark brown margin brown spot rice occurs scattered pattern across leaf blade,advisable employ tailored fungicidal treatment specifically aimed eradicating pathogen associated brown spot rice,0
2,1,brown spot rice recognizable development discrete circular oval lesion featuring light brown center distinct dark brown margin distributed across leaf surface,recommended adopt specialized fungicidal treatment targeting causative agent responsible brown spot rice,0
2,1,occurrence brown spot rice characterized presence small circular oval lesion light brown center prominent dark brown margin scattered throughout foliage,advisable implement precise fungicidal treatment tailored combat pathogen implicated brown spot rice,0
2,1,brown spot rice manifest discrete circular oval lesion light brown center well defined dark brown margin scattered across leaf surface,administration specific fungicidal treatment targeting pathogen accountable brown spot rice recommended,0
2,1,identified emergence small circular oval lesion light brown center prominent dark brown margin brown spot rice occurs scattered pattern across leaf blade,advisable employ tailored fungicidal treatment specifically aimed eradicating pathogen associated brown spot rice,0
2,1,brown spot rice recognizable development discrete circular oval lesion featuring light brown center distinct dark brown margin distributed across leaf surface,recommended adopt specialized fungicidal treatment targeting causative agent responsible brown spot rice,0
2,1,occurrence brown spot rice characterized presence small circular oval lesion light brown center prominent dark brown margin scattered throughout foliage,advisable implement precise fungicidal treatment tailored combat pathogen implicated brown spot rice,0
2,1,brown spot rice manifest discrete circular oval lesion light brown center well defined dark brown margin scattered across leaf surface,administration specific fungicidal treatment targeting pathogen accountable brown spot rice recommended,0
2,1,identified emergence small circular oval lesion light brown center prominent dark brown margin brown spot rice occurs scattered pattern across leaf blade,advisable employ tailored fungicidal treatment specifically aimed eradicating pathogen associated brown spot rice,0
2,1,brown spot rice recognizable development discrete circular oval lesion featuring light brown center distinct dark brown margin distributed across leaf surface,recommended adopt specialized fungicidal treatment targeting causative agent responsible brown spot rice,0
2,1,occurrence brown spot rice characterized presence small circular oval lesion light brown center prominent dark brown margin scattered throughout foliage,advisable implement precise fungicidal treatment tailored combat pathogen implicated brown spot rice,0
2,1,brown spot rice manifest discrete circular oval lesion light brown center well defined dark brown margin scattered across leaf surface,administration specific fungicidal treatment targeting pathogen accountable brown spot rice recommended,0
2,1,identified emergence small circular oval lesion light brown center prominent dark brown margin brown spot rice occurs scattered pattern across leaf blade,advisable employ tailored fungicidal treatment specifically aimed eradicating pathogen associated brown spot rice,0
2,1,brown spot rice recognizable development discrete circular oval lesion featuring light brown center distinct dark brown margin distributed across leaf surface,recommended adopt specialized fungicidal treatment targeting causative agent responsible brown spot rice,0
2,1,occurrence brown spot rice characterized presence small circular oval lesion light brown center prominent dark brown margin scattered throughout foliage,advisable implement precise fungicidal treatment tailored combat pathogen implicated brown spot rice,0
2,1,brown spot rice manifest discrete circular oval lesion light brown center well defined dark brown margin scattered across leaf surface,administration specific fungicidal treatment targeting pathogen accountable brown spot rice recommended,0
2,1,identified emergence small circular oval lesion light brown center prominent dark brown margin brown spot rice occurs scattered pattern across leaf blade,advisable employ tailored fungicidal treatment specifically aimed eradicating pathogen associated brown spot rice,0
2,1,brown spot rice recognizable development discrete circular oval lesion featuring light brown center distinct dark brown margin distributed across leaf surface,recommended adopt specialized fungicidal treatment targeting causative agent responsible brown spot rice,0
2,1,occurrence brown spot rice characterized presence small circular oval lesion light brown center prominent dark brown margin scattered throughout foliage,advisable implement precise fungicidal treatment tailored combat pathogen implicated brown spot rice,0
2,1,brown spot rice manifest discrete circular oval lesion light brown center well defined dark brown margin scattered across leaf surface,administration specific fungicidal treatment targeting pathogen accountable brown spot rice recommended,0
2,1,identified emergence small circular oval lesion light brown center prominent dark brown margin brown spot rice occurs scattered pattern across leaf blade,advisable employ tailored fungicidal treatment specifically aimed eradicating pathogen associated brown spot rice,0
2,1,brown spot rice recognizable development discrete circular oval lesion featuring light brown center distinct dark brown margin distributed across leaf surface,recommended adopt specialized fungicidal treatment targeting causative agent responsible brown spot rice,0
2,1,occurrence brown spot rice characterized presence small circular oval lesion light brown center prominent dark brown margin scattered throughout foliage,advisable implement precise fungicidal treatment tailored combat pathogen implicated brown spot rice,0
2,1,brown spot rice manifest discrete circular oval lesion light brown center well defined dark brown margin scattered across leaf surface,administration specific fungicidal treatment targeting pathogen accountable brown spot rice recommended,0
2,1,identified emergence small circular oval lesion light brown center prominent dark brown margin brown spot rice occurs scattered pattern across leaf blade,advisable employ tailored fungicidal treatment specifically aimed eradicating pathogen associated brown spot rice,0
2,1,brown spot rice recognizable development discrete circular oval lesion featuring light brown center distinct dark brown margin distributed across leaf surface,recommended adopt specialized fungicidal treatment targeting causative agent responsible brown spot rice,0
2,1,occurrence brown spot rice characterized presence small circular oval lesion light brown center prominent dark brown margin scattered throughout foliage,advisable implement precise fungicidal treatment tailored combat pathogen implicated brown spot rice,0
2,1,brown spot rice manifest discrete circular oval lesion light brown center well defined dark brown margin scattered across leaf surface,administration specific fungicidal treatment targeting pathogen accountable brown spot rice recommended,0
2,1,identified emergence small circular oval lesion light brown center prominent dark brown margin brown spot rice occurs scattered pattern across leaf blade,advisable employ tailored fungicidal treatment specifically aimed eradicating pathogen associated brown spot rice,0
2,1,brown spot rice recognizable development discrete circular oval lesion featuring light brown center distinct dark brown margin distributed across leaf surface,recommended adopt specialized fungicidal treatment targeting causative agent responsible brown spot rice,0
2,1,occurrence brown spot rice characterized presence small circular oval lesion light brown center prominent dark brown margin scattered throughout foliage,advisable implement precise fungicidal treatment tailored combat pathogen implicated brown spot rice,0
2,1,brown spot rice manifest discrete circular oval lesion light brown center well defined dark brown margin scattered across leaf surface,administration specific fungicidal treatment targeting pathogen accountable brown spot rice recommended,0
2,1,identified emergence small circular oval lesion light brown center prominent dark brown margin brown spot rice occurs scattered pattern across leaf blade,advisable employ tailored fungicidal treatment specifically aimed eradicating pathogen associated brown spot rice,0
2,1,brown spot rice recognizable development discrete circular oval lesion featuring light brown center distinct dark brown margin distributed across leaf surface,recommended adopt specialized fungicidal treatment targeting causative agent responsible brown spot rice,0
2,1,occurrence brown spot rice characterized presence small circular oval lesion light brown center prominent dark brown margin scattered throughout foliage,advisable implement precise fungicidal treatment tailored combat pathogen implicated brown spot rice,0
2,1,brown spot rice manifest discrete circular oval lesion light brown center well defined dark brown margin scattered across leaf surface,administration specific fungicidal treatment targeting pathogen accountable brown spot rice recommended,0
2,1,identified emergence small circular oval lesion light brown center prominent dark brown margin brown spot rice occurs scattered pattern across leaf blade,advisable employ tailored fungicidal treatment specifically aimed eradicating pathogen associated brown spot rice,0
2,1,brown spot rice recognizable development discrete circular oval lesion featuring light brown center distinct dark brown margin distributed across leaf surface,recommended adopt specialized fungicidal treatment targeting causative agent responsible brown spot rice,0
2,1,occurrence brown spot rice characterized presence small circular oval lesion light brown center prominent dark brown margin scattered throughout foliage,advisable implement precise fungicidal treatment tailored combat pathogen implicated brown spot rice,0
2,1,brown spot rice manifest discrete circular oval lesion light brown center well defined dark brown margin scattered across leaf surface,administration specific fungicidal treatment targeting pathogen accountable brown spot rice recommended,0
2,1,identified emergence small circular oval lesion light brown center prominent dark brown margin brown spot rice occurs scattered pattern across leaf blade,advisable employ tailored fungicidal treatment specifically aimed eradicating pathogen associated brown spot rice,0
2,1,brown spot rice recognizable development discrete circular oval lesion featuring light brown center distinct dark brown margin distributed across leaf surface,recommended adopt specialized fungicidal treatment targeting causative agent responsible brown spot rice,0
2,1,occurrence brown spot rice characterized presence small circular oval lesion light brown center prominent dark brown margin scattered throughout foliage,advisable implement precise fungicidal treatment tailored combat pathogen implicated brown spot rice,0
2,5,keep eye rice crop cunning insect feasting edge rice leaf leaving behind trail destruction,time arm bug spray rid field pesky hispa pest,1
2,5,inspect rice plant closely notice tiny pest devouring edge leaf leaving tatter,grab insect repellent let take care bothersome hispa bug,1
2,5,survey rice field chewed leaf evidence hispa infestation tiny black bug culprit,equip bug spray let eradicate hispa pest,1
2,5,observe rice crop ravaged leaf tiny black insect clear indicator hispa invasion,time take action bug spray eliminate hispa pest good,1
2,5,pay attention rice plant bug feast edge leaf leaving sorry state,wait longer grab bug spray let get rid hispa pest asap,1
2,5,take close look rice field chewed leaf pesky black insect sign trouble,arm bug spray let wage war hispa pest,1
2,5,examine rice crop insect causing havoc leaving behind chewed leaf chaos,time fight back bug spray banish hispa pest field,1
2,5,keep eye rice plant pest wreaking havoc leaf leaving torn ragged,get hand bug spray let put end hispa pest,1
2,5,inspect rice field bug causing damage leaving behind chewed leaf frustration,arm bug spray let take hispa pest cause trouble,1
2,5,survey rice plant critter making meal leaf leaving sorry state,grab bug spray let give hispa pest taste medicine,1
2,5,observe rice crop tiny pest wreaking havoc leaf leaving behind mess,time fight back bug spray rid field hispa pest,1
2,5,pay attention rice field bug causing chaos leaving behind chewed leaf destruction,wait longer arm bug spray let get rid hispa pest asap,1
2,5,take close look rice plant pest causing trouble leaving behind chewed leaf frustration,equip bug spray let put end hispa pest good,1
2,5,examine rice crop sneaky insect causing damage leaving behind chewed leaf trouble,time take action bug spray kick hispa pest curb,1
2,5,keep eye rice field pesky bug munching away edge leaf leaving behind chewed hole,grab insect repellent let show hispa pest bos,1
2,5,inspect rice plant closely notice cunning insect devouring edge leaf leaving shamble,time arm bug spray rid field pesky hispa pest,1
2,5,survey rice field damaged leaf tiny black bug clear sign hispa infestation,equip bug spray let eradicate hispa pest,1
2,5,observe rice crop ravaged leaf pesky insect indicator hispa invasion,time take action bug spray eliminate hispa pest good,1
2,5,pay attention rice plant bug feast edge leaf leaving disarray,wait longer grab bug spray let get rid hispa pest asap,1
2,5,take close look rice field chewed leaf tiny black insect sign trouble,arm bug spray let wage war hispa pest,1
2,5,examine rice crop insect causing havoc leaving behind chewed leaf chaos,time fight back bug spray banish hispa pest field,1
2,5,keep eye rice plant pest wreaking havoc leaf leaving torn ragged,get hand bug spray let put end hispa pest,1
2,5,inspect rice field critter making meal leaf leaving sorry state,grab bug spray let give hispa pest taste medicine,1
2,5,survey rice crop tiny pest wreaking havoc leaf leaving behind mess,time fight back bug spray rid field hispa pest,1
2,5,observe rice field bug causing chaos leaving behind chewed leaf destruction,wait longer arm bug spray let get rid hispa pest asap,1
2,5,notice sneaky little bug munching away edge rice leaf leaving behind chewed hole like feast,time grab bug spray kick hispa pest curb,1
2,5,take look rice plant leaf looking ragged chewed hole around edge spot pesky black bug hanging around,let get bug spray show hispa pest bos,1
2,5,check rice field leaf getting torn chewed edge see little black critter crawling em,time bust bug spray give hispa pest taste medicine,1
2,5,see rice leaf looking tattered chewed edge take closer look find tiny black bug causing trouble,better grab bug spray send hispa pest packing,1
2,5,look rice plant leaf full hole around edge spot little black bug scuttling around like place,time bring bug spray teach hispa pest lesson,1
2,5,check rice field leaf getting shredded chewed edge find tiny black bug feasting away,let grab bug spray put end hispa pest buffet,1
2,5,take peek rice plant leaf getting munched leaving behind ragged edge little black bug field day,bug spray time get rid hispa pest,1
2,5,notice rice leaf looking worse wear chewed edge look closely see tiny black bug causing damage,time break bug spray show hispa pest bos,1
2,5,look rice field leaf getting torn chewed edge spot pesky black bug making home,time grab bug spray give hispa pest rude awakening,1
2,5,check rice plant leaf looking pretty rough chewed hole around edge see little black bug happily munching away,better grab bug spray put end hispa pest party,1
2,5,see sneaky little bug chomping away edge rice leaf leaving behind chewed hole like mission,time grab bug spray show hispa pest bos,1
2,5,take look rice plant leaf looking ragged chewed hole around edge spot pesky black bug hanging around,let get bug spray show hispa pest bos,1
2,5,check rice field leaf getting torn chewed edge see little black critter crawling em,time bust bug spray give hispa pest taste medicine,1
2,5,see rice leaf looking tattered chewed edge take closer look find tiny black bug causing trouble,better grab bug spray send hispa pest packing,1
2,5,look rice plant leaf full hole around edge spot little black bug scuttling around like place,time bring bug spray teach hispa pest lesson,1
2,5,check rice field leaf getting shredded chewed edge find tiny black bug feasting away,let grab bug spray put end hispa pest buffet,1
2,5,take peek rice plant leaf getting munched leaving behind ragged edge little black bug field day,bug spray time get rid hispa pest,1
2,5,notice rice leaf looking worse wear chewed edge look closely see tiny black bug causing damage,time break bug spray show hispa pest bos,1
2,5,look rice field leaf getting torn chewed edge spot pesky black bug making home,time grab bug spray give hispa pest rude awakening,1
2,5,check rice plant leaf looking pretty rough chewed hole around edge see little black bug happily munching away,better grab bug spray put end hispa pest party,1
2,5,see sneaky little bug chomping away edge rice leaf leaving behind chewed hole like mission,time grab bug spray show hispa pest bos,1
2,5,take look rice plant leaf looking ragged chewed hole around edge spot pesky black bug hanging around,let get bug spray show hispa pest bos,1
2,5,check rice field leaf getting torn chewed edge see little black critter crawling em,time bust bug spray give hispa pest taste medicine,1
2,5,see rice leaf looking tattered chewed edge take closer look find tiny black bug causing trouble,better grab bug spray send hispa pest packing,1
2,5,look rice plant leaf full hole around edge spot little black bug scuttling around like place,time bring bug spray teach hispa pest lesson,1
2,5,check rice field leaf getting shredded chewed edge find tiny black bug feasting away,let grab bug spray put end hispa pest buffet,1
2,5,take peek rice plant leaf getting munched leaving behind ragged edge little black bug field day,bug spray time get rid hispa pest,1
2,5,notice rice leaf looking worse wear chewed edge look closely see tiny black bug causing damage,time break bug spray show hispa pest bos,1
2,5,look rice field leaf getting torn chewed edge spot pesky black bug making home,time grab bug spray give hispa pest rude awakening,1
2,5,check rice plant leaf looking pretty rough chewed hole around edge see little black bug happily munching away,better grab bug spray put end hispa pest party,1
2,5,see sneaky little bug chomping away edge rice leaf leaving behind chewed hole like mission,time grab bug spray show hispa pest bos,1
2,5,take look rice plant leaf looking ragged chewed hole around edge spot pesky black bug hanging around,let get bug spray show hispa pest bos,1
2,5,check rice field leaf getting torn chewed edge see little black critter crawling em,time bust bug spray give hispa pest taste medicine,1
2,5,see rice leaf looking tattered chewed edge take closer look find tiny black bug causing trouble,better grab bug spray send hispa pest packing,1
2,5,look rice plant leaf full hole around edge spot little black bug scuttling around like place,time bring bug spray teach hispa pest lesson,1
2,5,check rice field leaf getting shredded chewed edge find tiny black bug feasting away,let grab bug spray put end hispa pest buffet,1
2,5,take peek rice plant leaf getting munched leaving behind ragged edge little black bug field day,bug spray time get rid hispa pest,1
2,5,notice rice leaf looking worse wear chewed edge look closely see tiny black bug causing damage,time break bug spray show hispa pest bos,1
2,5,look rice field leaf getting torn chewed edge spot pesky black bug making home,time grab bug spray give hispa pest rude awakening,1
2,5,check rice plant leaf looking pretty rough chewed hole around edge see little black bug happily munching away,better grab bug spray put end hispa pest party,1
2,5,see sneaky little bug chomping away edge rice leaf leaving behind chewed hole like mission,time grab bug spray show hispa pest bos,1
2,5,take look rice plant leaf looking ragged chewed hole around edge spot pesky black bug hanging around,let get bug spray show hispa pest bos,1
2,5,check rice field leaf getting torn chewed edge see little black critter crawling em,time bust bug spray give hispa pest taste medicine,1
2,5,see rice leaf looking tattered chewed edge take closer look find tiny black bug causing trouble,better grab bug spray send hispa pest packing,1
2,5,look rice plant leaf full hole around edge spot little black bug scuttling around like place,time bring bug spray teach hispa pest lesson,1
2,5,check rice field leaf getting shredded chewed edge find tiny black bug feasting away,let grab bug spray put end hispa pest buffet,1
2,5,take peek rice plant leaf getting munched leaving behind ragged edge little black bug field day,bug spray time get rid hispa pest,1
2,5,notice rice leaf looking worse wear chewed edge look closely see tiny black bug causing damage,time break bug spray show hispa pest bos,1
2,5,look rice field leaf getting torn chewed edge spot pesky black bug making home,time grab bug spray give hispa pest rude awakening,1
2,5,check rice plant leaf looking pretty rough chewed hole around edge see little black bug happily munching away,better grab bug spray put end hispa pest party,1
2,5,rice display elongated irregular gap alongside chewed leaf margin frequently accompanied presence tiny black beetle,recommended employ appropriate insecticidal method targeting hispa population rice paddy,0
2,5,visual sign rice consist elongated hole irregular border chewed leaf margin along presence small black beetle,utilization effective insecticidal treatment designed manage hispa population rice field advised,0
2,5,indication rice include elongated hole irregular outline chewed leaf margin along presence minuscule black beetle,advisable utilize targeted insecticidal measure control hispa infestation rice field,0
2,5,symptom rice involve presence elongated hole irregular edge chewed leaf margin often accompanied appearance small black beetle,implementing specific insecticidal treatment aimed controlling hispa population rice field recommended,0
2,5,rice exhibit elongated irregular hole along chewed leaf margin often accompanied presence minute black beetle,advised implement appropriate insecticidal measure targeting hispa population rice field,0
2,5,visual symptom rice include elongated hole irregular edge chewed leaf margin addition presence small black beetle,adoption suitable insecticidal treatment tailored control hispa population rice field recommended,0
2,5,manifestation rice manifest elongated hole irregular outline leaf margin appear chewed alongside presence tiny black beetle,recommended apply targeted insecticidal measure manage hispa infestation rice field,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin often accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,rice show elongated irregular gap alongside chewed leaf margin frequently accompanied presence tiny black beetle,suggested employ appropriate insecticidal method targeting hispa population rice paddy,0
2,5,visual sign rice consist elongated hole irregular border chewed leaf margin along presence small black beetle,utilization effective insecticidal treatment designed manage hispa population rice field advised,0
2,5,indication rice include elongated hole irregular outline chewed leaf margin along presence minuscule black beetle,advisable utilize targeted insecticidal measure control hispa infestation rice field,0
2,5,symptom rice involve presence elongated hole irregular edge chewed leaf margin often accompanied appearance small black beetle,implementing specific insecticidal treatment aimed controlling hispa population rice field recommended,0
2,5,rice exhibit elongated irregular hole along chewed leaf margin often accompanied presence minute black beetle,advised implement appropriate insecticidal measure targeting hispa population rice field,0
2,5,visual symptom rice include elongated hole irregular edge chewed leaf margin addition presence small black beetle,adoption suitable insecticidal treatment tailored control hispa population rice field recommended,0
2,5,manifestation rice manifest elongated hole irregular outline leaf margin appear chewed alongside presence tiny black beetle,recommended apply targeted insecticidal measure manage hispa infestation rice field,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin often accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,rice display elongated irregular gap alongside chewed leaf margin frequently accompanied presence tiny black beetle,suggested employ appropriate insecticidal method targeting hispa population rice paddy,0
2,5,visual sign rice consist elongated hole irregular border chewed leaf margin along presence small black beetle,utilization effective insecticidal treatment designed manage hispa population rice field advised,0
2,5,indication rice include elongated hole irregular outline chewed leaf margin along presence minuscule black beetle,advisable utilize targeted insecticidal measure control hispa infestation rice field,0
2,5,symptom rice involve presence elongated hole irregular edge chewed leaf margin often accompanied appearance small black beetle,implementing specific insecticidal treatment aimed controlling hispa population rice field recommended,0
2,5,rice exhibit elongated irregular hole along chewed leaf margin often accompanied presence minute black beetle,advised implement appropriate insecticidal measure targeting hispa population rice field,0
2,5,visual symptom rice include elongated hole irregular edge chewed leaf margin addition presence small black beetle,adoption suitable insecticidal treatment tailored control hispa population rice field recommended,0
2,5,manifestation rice manifest elongated hole irregular outline leaf margin appear chewed alongside presence tiny black beetle,recommended apply targeted insecticidal measure manage hispa infestation rice field,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin often accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,rice exhibit elongated irregular hole along chewed leaf margin often accompanied presence minute black beetle,advised implement appropriate insecticidal measure targeting hispa population rice field,0
2,5,visual symptom rice include elongated hole irregular edge chewed leaf margin addition presence small black beetle,adoption suitable insecticidal treatment tailored control hispa population rice field recommended,0
2,5,manifestation rice manifest elongated hole irregular outline leaf margin appear chewed alongside presence tiny black beetle,recommended apply targeted insecticidal measure manage hispa infestation rice field,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin often accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,rice plant display elongated hole irregular border chewed leaf margin along presence minute black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,visual indication rice include elongated hole irregular edge leaf margin appear chewed alongside presence tiny black beetle,recommended apply targeted insecticidal treatment manage hispa population rice field effectively,0
2,5,manifestation rice manifest elongated hole irregular outline chewed leaf margin accompanied appearance small black beetle,implementation specific insecticidal measure aimed mitigating hispa population rice field advisable,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin alongside appearance small black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,rice plant exhibit elongated hole irregular border chewed leaf margin addition presence minute black beetle,recommended apply targeted insecticidal treatment manage hispa population rice field efficiently,0
2,5,visual indication rice include elongated hole irregular edge leaf margin appear chewed alongside presence tiny black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,manifestation rice manifest elongated hole irregular outline chewed leaf margin accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin alongside appearance small black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,rice plant exhibit elongated hole irregular border chewed leaf margin addition presence minute black beetle,recommended apply targeted insecticidal treatment manage hispa population rice field efficiently,0
2,5,visual indication rice include elongated hole irregular edge leaf margin appear chewed alongside presence tiny black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,manifestation rice manifest elongated hole irregular outline chewed leaf margin accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin alongside appearance small black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,rice plant exhibit elongated hole irregular border chewed leaf margin addition presence minute black beetle,recommended apply targeted insecticidal treatment manage hispa population rice field efficiently,0
2,5,visual indication rice include elongated hole irregular edge leaf margin appear chewed alongside presence tiny black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,manifestation rice manifest elongated hole irregular outline chewed leaf margin accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin alongside appearance small black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,rice plant exhibit elongated hole irregular border chewed leaf margin addition presence minute black beetle,recommended apply targeted insecticidal treatment manage hispa population rice field efficiently,0
2,5,visual indication rice include elongated hole irregular edge leaf margin appear chewed alongside presence tiny black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,manifestation rice manifest elongated hole irregular outline chewed leaf margin accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin alongside appearance small black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,rice plant exhibit elongated hole irregular border chewed leaf margin addition presence minute black beetle,recommended apply targeted insecticidal treatment manage hispa population rice field efficiently,0
2,5,visual indication rice include elongated hole irregular edge leaf margin appear chewed alongside presence tiny black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,manifestation rice manifest elongated hole irregular outline chewed leaf margin accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin alongside appearance small black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,rice plant exhibit elongated hole irregular border chewed leaf margin addition presence minute black beetle,recommended apply targeted insecticidal treatment manage hispa population rice field efficiently,0
2,5,visual indication rice include elongated hole irregular edge leaf margin appear chewed alongside presence tiny black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,manifestation rice manifest elongated hole irregular outline chewed leaf margin accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin alongside appearance small black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,rice plant exhibit elongated hole irregular border chewed leaf margin addition presence minute black beetle,recommended apply targeted insecticidal treatment manage hispa population rice field efficiently,0
2,5,visual indication rice include elongated hole irregular edge leaf margin appear chewed alongside presence tiny black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,manifestation rice manifest elongated hole irregular outline chewed leaf margin accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin alongside appearance small black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,rice plant exhibit elongated hole irregular border chewed leaf margin addition presence minute black beetle,recommended apply targeted insecticidal treatment manage hispa population rice field efficiently,0
2,5,visual indication rice include elongated hole irregular edge leaf margin appear chewed alongside presence tiny black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,manifestation rice manifest elongated hole irregular outline chewed leaf margin accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin alongside appearance small black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,rice plant exhibit elongated hole irregular border chewed leaf margin addition presence minute black beetle,recommended apply targeted insecticidal treatment manage hispa population rice field efficiently,0
2,5,visual indication rice include elongated hole irregular edge leaf margin appear chewed alongside presence tiny black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
